InstanceID	N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	M0P0	M0P1	Class
314	0	0	0	0	1	0	0	1	0	2	1	1	0	1	0	0	0	0	1	0	3
315	0	1	0	2	1	0	1	2	0	0	1	0	1	1	1	1	1	0	2	1	7
316	0	0	0	1	0	0	0	2	0	0	1	0	1	1	2	0	0	1	0	0	0
317	1	1	0	1	1	0	0	2	0	2	1	1	2	2	1	1	1	0	2	0	6
318	0	0	0	2	1	0	0	2	0	0	1	1	0	1	2	1	1	0	1	1	4
319	0	1	0	2	1	1	1	0	0	0	1	0	0	0	2	0	1	0	1	0	3
320	0	0	0	1	1	0	0	0	0	0	1	0	2	2	0	0	1	0	1	2	5
321	1	0	0	1	2	0	0	1	0	1	1	2	0	1	0	0	0	1	1	2	5
322	0	1	1	1	0	0	1	0	0	2	0	1	2	0	0	1	0	1	0	2	2
323	0	1	0	1	0	0	0	2	0	0	1	2	1	1	1	0	0	1	1	0	3
324	0	2	0	0	0	1	0	2	0	1	2	2	0	0	0	0	1	0	1	1	4
325	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	0	0	0	1	2	5
326	0	0	1	0	1	0	0	2	0	0	1	1	1	1	1	0	2	0	1	1	4
327	2	0	1	1	1	0	0	1	0	2	0	1	1	1	1	0	2	1	1	2	5
328	1	0	0	2	1	0	1	0	0	1	2	1	1	0	1	0	2	0	0	0	0
329	0	0	0	1	0	0	0	2	1	0	0	1	2	1	1	0	0	1	1	1	4
330	1	0	0	0	0	1	1	2	0	2	1	0	2	1	1	1	0	0	0	1	1
331	0	2	1	1	2	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	4
332	0	0	0	1	2	0	1	2	1	0	1	0	2	0	0	0	2	0	0	1	1
333	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0
334	0	1	0	1	1	0	0	1	0	0	1	1	0	1	2	1	0	0	1	2	5
335	1	0	0	1	1	0	0	1	0	1	2	0	0	0	2	0	0	1	1	1	4
336	0	0	0	1	1	0	0	2	0	2	1	1	1	1	0	0	0	0	0	1	1
337	0	1	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0
338	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	1	1	1	1	4
339	0	0	1	1	0	0	0	1	0	0	1	1	1	2	0	0	0	2	2	0	6
340	0	0	0	0	1	0	0	0	0	0	1	2	1	1	0	1	0	1	0	2	2
341	0	0	0	1	2	1	1	2	0	2	1	1	1	0	2	1	1	0	0	2	2
342	1	0	0	2	1	0	0	1	0	1	1	0	0	2	0	0	0	0	2	1	7
343	0	1	0	2	1	0	0	1	0	1	1	2	1	1	1	0	0	1	2	1	7
344	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
345	1	0	0	2	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	4
346	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	2	1	7
347	0	0	0	1	1	1	1	0	0	2	1	1	1	1	2	0	1	0	1	0	3
348	0	1	0	0	1	0	0	1	1	1	0	2	1	1	0	1	1	0	2	1	7
349	0	0	0	2	2	0	0	1	0	0	1	1	1	0	0	0	0	0	2	0	6
350	0	0	0	1	2	0	1	1	0	1	2	0	1	0	0	2	1	0	1	1	4
351	1	0	1	1	0	0	1	0	0	2	2	1	1	0	1	0	1	0	0	0	0
352	1	0	1	0	1	0	0	1	0	0	0	0	2	1	1	0	1	0	1	1	4
353	1	0	1	1	1	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	4
354	0	1	0	0	0	0	0	1	0	2	1	1	1	0	1	0	0	0	1	2	5
355	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	2	1	1	0	3
356	0	0	0	0	2	0	0	2	1	0	0	1	1	1	2	0	1	0	2	2	8
357	0	1	0	1	0	0	0	0	0	1	0	2	1	1	0	0	1	0	1	0	3
358	0	1	0	2	2	0	1	1	0	1	0	0	0	1	1	0	0	0	1	1	4
359	0	1	0	2	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	2	2
360	1	1	0	2	1	0	0	1	0	0	0	2	1	1	0	1	1	0	0	2	2
361	1	0	0	0	2	0	1	2	0	0	1	2	2	2	2	0	1	0	2	1	7
362	0	0	1	1	0	0	0	1	0	0	1	2	1	0	0	1	1	0	1	1	4
363	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	2	2	8
364	1	1	1	1	1	0	0	1	1	0	0	1	0	0	2	0	1	0	0	1	1
365	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	4
366	0	1	0	1	2	0	1	1	0	1	1	0	1	1	1	0	0	0	1	0	3
367	0	0	0	0	1	0	1	1	0	0	1	0	0	2	0	0	2	1	1	2	5
368	0	0	0	1	2	0	0	1	1	2	0	1	1	2	0	0	2	1	0	1	1
369	0	1	0	2	1	1	0	1	0	0	2	1	1	1	0	1	1	1	1	0	3
370	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	0	2	0	1	2	5
371	0	0	0	1	0	1	0	1	0	0	1	1	1	1	2	1	0	0	0	1	1
372	0	1	0	1	2	0	0	1	0	1	1	1	2	0	1	0	0	0	2	2	8
373	1	0	1	1	1	0	0	0	0	2	1	1	1	1	0	0	0	0	2	2	8
374	0	0	0	0	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0
375	0	0	1	1	0	0	1	1	0	0	0	0	2	1	1	1	0	2	1	2	5
376	0	0	0	2	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	3
377	0	0	1	1	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0
378	0	0	0	1	1	0	0	1	0	1	0	1	2	1	1	0	2	0	2	1	7
379	0	0	1	2	0	0	0	2	0	2	1	0	0	1	0	0	0	0	1	0	3
380	0	0	0	2	0	0	1	2	0	2	2	1	2	0	0	1	1	2	0	1	1
381	1	0	0	2	0	1	0	1	0	0	2	0	0	0	2	0	0	1	1	0	3
382	0	0	1	0	0	0	0	2	0	0	1	1	1	0	1	0	0	0	1	1	4
383	0	1	1	2	0	1	1	2	0	0	1	1	1	1	0	0	0	0	0	1	1
384	1	0	0	1	1	0	0	0	0	1	0	2	0	1	1	0	2	1	2	1	7
385	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1	4
386	1	0	0	1	1	0	0	0	0	0	0	2	1	2	1	1	0	1	0	2	2
387	1	0	1	0	2	1	0	1	0	0	0	2	1	1	1	0	0	0	1	2	5
388	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	2	0	6
389	0	0	1	1	1	0	0	1	0	0	0	1	2	1	0	0	0	0	1	1	4
390	0	0	1	1	1	0	1	2	2	1	0	2	1	2	1	0	0	0	2	0	6
391	1	1	0	1	1	0	0	1	0	2	0	2	1	2	1	0	0	0	0	1	1
392	0	1	1	0	1	0	0	1	0	1	0	1	1	2	1	0	1	0	1	0	3
393	0	0	0	1	0	0	0	2	0	1	1	0	0	1	1	0	1	0	1	1	4
394	0	1	0	2	1	1	0	0	0	1	0	0	1	1	2	1	0	0	1	1	4
395	0	0	0	1	1	0	0	1	0	0	1	0	0	1	2	0	0	0	1	1	4
396	0	1	1	1	1	0	1	2	0	1	2	2	0	1	0	1	1	0	0	1	1
397	0	0	0	0	2	0	0	2	0	1	1	0	0	1	2	0	0	0	0	0	0
398	0	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	4
399	0	0	2	1	0	0	0	1	0	0	1	1	1	0	2	1	1	0	2	1	7
400	0	0	0	1	0	1	0	2	0	0	1	2	1	0	1	0	0	0	1	2	5
401	0	0	0	2	1	0	0	1	0	1	1	0	2	1	2	0	1	0	1	1	4
402	0	1	1	0	1	0	1	0	0	0	2	1	1	1	1	0	1	1	2	1	7
403	0	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	0	1	1	4
404	1	0	0	2	1	1	2	1	0	2	0	1	1	2	1	0	0	0	0	2	2
405	0	1	0	2	0	0	1	0	0	0	0	1	2	0	1	1	1	0	1	1	4
406	0	0	0	1	1	0	1	2	0	0	0	1	0	0	1	0	1	0	1	0	3
407	1	0	0	2	1	1	0	2	0	0	0	0	2	0	0	0	0	0	0	2	2
408	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	2	5
409	0	1	0	1	1	0	0	2	0	0	0	0	1	2	0	0	0	1	1	2	5
410	1	0	1	1	2	1	0	1	0	2	1	0	1	1	0	0	1	0	1	0	3
411	0	0	0	1	0	0	0	1	0	2	1	0	0	0	1	0	0	1	1	1	4
412	0	0	1	2	2	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	4
413	0	0	1	2	1	0	0	1	0	2	1	2	0	2	1	0	1	0	1	2	5
414	0	0	1	2	1	1	0	1	0	1	0	0	1	1	2	0	1	0	1	1	4
415	0	0	0	0	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	1	1
416	0	0	0	1	2	0	0	1	0	2	0	1	1	2	1	0	1	0	2	0	6
417	0	1	1	1	2	0	1	0	0	1	1	1	2	1	1	0	0	0	0	1	1
418	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	2	5
419	0	2	1	0	1	0	1	1	0	0	0	0	0	2	1	0	2	0	0	0	0
420	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	2	5
421	0	1	0	0	0	0	0	0	0	0	1	1	1	1	2	0	1	0	2	1	7
422	0	1	0	2	1	1	1	1	0	0	2	1	1	1	0	0	1	0	2	1	7
423	1	0	0	0	1	0	0	2	0	2	0	0	1	1	0	0	2	0	1	2	5
424	1	0	1	1	0	1	1	0	0	0	0	0	2	1	1	1	2	1	0	0	0
425	0	2	0	0	0	0	0	2	0	1	0	1	1	0	2	0	1	0	1	1	4
426	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	4
427	0	0	0	1	0	0	0	1	1	1	1	2	0	1	1	1	2	0	2	1	7
428	0	0	0	1	1	0	1	1	0	1	1	0	2	2	1	0	1	0	2	2	8
429	1	0	1	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	2	1	7
430	1	0	0	1	1	0	1	1	1	1	0	1	2	2	1	0	0	0	0	1	1
431	0	0	1	1	1	1	0	1	1	2	0	1	1	0	1	0	2	1	0	2	2
432	0	1	0	1	0	0	0	1	0	0	0	1	1	2	1	1	1	1	1	2	5
433	0	1	0	1	2	0	1	2	0	0	1	2	1	1	1	0	1	0	1	2	5
434	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0
435	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	1	1	0	0	0
436	1	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	1	0	2	1	7
437	0	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
438	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	2	1	0	0	0	0
439	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	2	1	1	2	5
440	0	0	0	1	0	0	1	1	0	0	0	2	2	0	0	0	0	0	1	1	4
441	1	0	0	1	2	0	0	2	0	0	1	0	1	1	0	0	1	0	0	0	0
442	0	0	0	0	0	0	0	1	1	1	2	0	0	1	0	0	0	0	1	1	4
443	0	1	0	0	0	0	0	2	0	0	1	1	1	1	0	0	0	0	2	1	7
444	0	1	0	1	1	0	1	2	0	0	0	1	1	2	0	0	1	0	2	0	6
445	0	1	0	1	0	1	1	2	0	1	1	2	0	0	2	1	1	0	2	1	7
446	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	2	1	7
447	1	1	1	0	2	0	1	0	0	2	1	0	1	2	1	0	1	1	1	0	3
448	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	2	1	7
449	0	0	0	1	1	0	0	1	1	2	1	1	0	1	2	0	1	1	0	0	0
450	0	0	0	2	1	0	0	1	0	1	0	0	1	1	2	1	2	0	1	0	3
451	0	0	0	2	1	1	1	2	0	1	1	1	2	1	1	0	1	0	1	2	5
452	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1
453	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	4
454	0	2	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	1	1	4
455	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0
456	1	0	1	2	1	0	0	1	0	0	2	0	2	0	2	0	2	1	1	1	4
457	0	1	0	1	0	0	0	1	0	0	2	2	1	2	1	0	0	1	1	1	4
458	1	1	1	1	1	1	1	2	0	1	2	1	1	1	1	1	0	0	2	2	8
459	2	0	0	1	2	0	0	2	0	0	0	1	0	1	0	0	1	0	2	0	6
460	0	0	1	1	2	0	0	1	0	2	0	1	0	1	1	0	0	0	2	2	8
461	0	0	0	1	1	0	0	0	0	1	2	1	0	1	1	1	2	1	1	1	4
462	0	0	0	1	2	0	0	2	0	1	2	1	1	2	2	1	1	0	1	0	3
463	0	1	0	1	1	0	0	1	0	2	0	2	1	1	1	0	1	1	2	2	8
464	0	0	0	0	2	0	0	1	0	0	1	2	1	1	2	0	2	1	0	0	0
465	0	0	1	1	0	0	0	1	0	2	0	1	1	1	0	2	1	1	1	1	4
466	0	0	0	0	0	1	1	1	0	1	1	0	2	1	2	0	1	0	0	1	1
467	0	0	0	0	2	0	0	0	0	0	1	1	1	1	0	1	1	0	2	1	7
468	0	0	0	1	0	0	1	1	0	1	1	1	2	0	1	1	2	0	1	1	4
469	2	1	0	0	0	0	2	2	1	0	1	2	0	1	1	0	1	0	1	1	4
470	0	1	0	0	1	0	0	1	0	1	2	0	0	2	1	0	1	0	1	1	4
471	0	0	1	1	1	0	0	1	0	0	0	1	0	2	0	1	1	2	0	2	2
472	0	1	1	1	1	0	1	0	0	0	1	1	0	1	0	1	1	0	1	0	3
473	0	1	0	0	2	0	0	1	0	0	1	0	1	2	1	0	1	0	0	1	1
474	0	1	0	1	0	0	0	2	0	0	2	2	0	2	0	0	1	1	1	0	3
475	0	0	0	1	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1
476	0	1	1	1	2	0	0	1	0	1	0	1	0	2	1	0	2	0	1	2	5
477	0	0	0	2	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	1
478	0	1	0	1	1	0	0	1	0	1	1	0	2	2	1	0	1	0	1	1	4
479	0	0	0	1	2	0	1	2	0	1	0	1	1	1	1	0	1	1	1	2	5
480	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	2	2
481	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	4
482	0	0	0	1	1	0	1	2	0	1	1	0	0	2	0	0	1	1	0	1	1
483	0	1	0	1	1	0	0	1	0	1	1	2	0	0	1	0	1	1	1	0	3
484	0	1	0	1	2	1	1	2	0	1	0	1	2	2	1	1	0	1	1	1	4
485	0	0	0	1	2	0	0	1	0	0	1	2	1	0	0	0	0	1	1	1	4
486	0	1	0	0	0	0	1	1	0	1	0	2	0	0	0	0	1	0	1	1	4
487	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0
488	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	1	0	2	0	6
489	0	0	0	0	1	0	0	1	0	2	1	1	0	0	2	0	0	0	2	1	7
490	0	1	1	1	1	0	0	2	0	1	0	0	2	2	1	0	0	0	1	2	5
491	1	0	0	1	2	0	0	1	0	0	1	0	1	1	2	0	0	0	1	2	5
492	0	0	0	1	0	0	1	1	1	1	1	1	1	1	2	0	0	0	0	2	2
493	0	1	1	0	1	0	0	2	0	0	1	1	2	0	1	0	1	0	2	1	7
494	1	1	0	1	1	0	0	0	0	2	1	0	1	1	1	0	1	1	1	1	4
495	0	0	0	0	0	0	1	1	0	1	0	2	1	2	0	0	1	0	2	1	7
496	1	0	0	0	1	0	1	1	0	0	2	0	1	0	1	0	1	0	1	2	5
497	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
498	0	0	0	0	1	0	1	2	1	0	0	1	1	1	0	0	2	0	1	0	3
499	0	0	0	2	1	0	0	1	0	1	0	1	1	1	2	0	0	1	1	1	4
500	1	1	0	1	1	0	0	1	0	0	0	1	0	2	1	0	2	1	1	1	4
501	0	2	1	1	1	0	0	1	0	0	0	2	2	1	0	0	1	1	1	0	3
502	0	1	0	0	2	1	0	1	0	1	1	2	1	1	0	1	1	1	1	2	5
503	0	0	0	2	1	1	0	0	0	1	1	1	0	0	1	0	0	2	1	0	3
504	0	0	0	2	1	0	0	1	0	0	2	1	0	1	1	1	1	0	0	0	0
505	1	0	0	1	0	0	0	1	0	1	1	0	1	2	1	1	0	1	1	1	4
506	0	0	0	2	1	0	0	1	0	1	0	1	0	1	1	0	0	0	1	2	5
507	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	2	0	1	2	0	6
508	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	2	1	7
509	1	0	0	2	1	0	0	0	1	1	1	0	1	0	0	0	0	0	2	2	8
510	0	1	0	1	0	0	0	1	0	0	1	1	2	1	1	1	1	1	1	1	4
511	0	0	0	2	0	1	0	2	0	1	0	0	1	1	1	0	0	1	0	0	0
512	0	0	0	1	1	0	0	0	0	1	2	1	1	1	1	0	0	0	1	1	4
513	0	1	0	0	0	1	0	1	0	0	0	1	1	2	1	1	1	0	2	1	7
514	0	0	0	1	1	0	1	1	0	1	2	0	1	0	1	0	0	1	1	2	5
515	0	0	0	1	1	0	0	0	0	1	0	0	1	1	2	0	1	1	1	1	4
516	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	2	5
517	0	1	0	0	1	0	0	1	0	1	0	1	1	0	2	0	0	0	1	0	3
518	0	0	1	0	0	0	0	1	0	1	2	1	2	2	1	1	2	0	1	2	5
519	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	0	0	1	1
520	0	2	0	1	1	0	0	0	1	0	1	1	1	2	0	1	1	1	0	0	0
521	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	0	0	0	1	2	5
522	1	0	2	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	2	1	7
523	0	1	0	1	0	0	1	1	0	2	1	0	1	1	1	1	2	0	1	0	3
524	0	0	0	1	1	0	0	1	0	0	0	1	2	0	1	0	0	0	2	2	8
525	0	0	0	0	2	1	0	2	1	1	1	1	1	0	1	1	0	0	1	2	5
526	0	0	0	0	2	0	1	1	0	0	0	1	2	1	1	0	2	1	0	1	1
527	0	0	0	1	0	0	0	1	1	1	0	1	2	1	0	0	1	0	1	0	3
528	0	1	0	1	2	0	0	2	0	1	2	1	0	1	2	0	0	0	1	0	3
529	0	0	0	0	2	0	0	1	0	0	1	1	0	2	2	0	0	1	1	2	5
530	1	2	0	2	0	0	1	2	1	0	1	2	0	1	1	0	1	1	0	1	1
531	0	0	0	1	0	0	0	1	0	1	2	0	0	1	1	0	0	1	0	0	0
532	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	2	0	2	0	6
533	0	0	0	2	0	0	0	2	0	1	2	1	0	1	1	1	1	1	0	1	1
534	0	0	0	1	0	0	0	2	1	1	0	0	0	0	2	0	0	1	2	2	8
535	1	0	0	2	1	0	0	1	0	0	1	2	1	0	0	1	0	0	1	2	5
536	0	1	0	0	1	0	0	1	1	1	0	0	0	1	1	2	1	0	1	1	4
537	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	0	1	2	5
538	0	0	0	2	1	0	1	1	0	2	0	1	1	2	0	0	0	0	0	1	1
539	0	1	0	0	1	0	1	1	0	0	1	2	1	2	1	0	0	0	2	1	7
540	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	4
541	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	2	0	0	2	0	6
542	0	0	0	2	1	0	0	2	0	0	0	1	0	1	1	0	0	1	0	1	1
543	1	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	2	0	1	1	4
544	1	0	0	1	1	0	1	2	0	0	0	1	1	1	0	0	1	0	1	1	4
545	0	0	0	1	1	1	1	2	1	1	2	2	1	1	2	0	0	0	1	2	5
546	0	0	0	1	2	0	1	1	0	1	0	1	2	2	0	0	1	1	1	2	5
547	1	0	1	0	1	0	0	1	1	1	0	2	0	1	1	0	1	0	0	1	1
548	1	0	0	1	1	1	0	1	1	1	2	2	1	0	0	1	0	0	0	0	0
549	0	1	0	2	0	0	0	2	0	1	1	2	0	1	0	0	0	0	0	1	1
550	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	1	1	2	0	1	1
551	0	1	0	1	2	0	0	0	0	1	0	1	1	1	2	2	0	0	1	0	3
552	0	0	0	1	1	0	0	0	0	1	1	2	1	1	0	1	1	0	0	1	1
553	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	5
554	0	0	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	3
555	0	0	0	2	0	0	0	1	0	1	1	1	1	1	1	0	0	0	2	1	7
556	0	0	0	0	0	0	0	1	0	0	1	1	0	2	1	1	0	0	0	0	0
557	0	0	1	2	1	0	1	2	0	0	0	0	0	2	1	0	1	0	1	0	3
558	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1
559	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	4
560	0	1	0	1	1	0	0	1	0	1	0	2	0	2	1	1	1	0	1	1	4
561	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	2	5
562	1	0	0	2	1	0	1	1	0	1	2	1	1	0	1	0	0	1	0	0	0
563	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	2	1	7
564	0	0	1	1	2	0	0	2	0	0	0	0	0	2	1	0	0	0	0	1	1
565	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	2	0	2	2	8
566	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	2	2	8
567	0	0	0	0	1	0	0	1	0	1	1	0	0	1	2	0	0	0	2	1	7
568	0	1	1	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	1	1	4
569	0	0	0	2	0	1	1	1	0	1	1	2	0	1	1	0	0	0	1	1	4
570	0	0	0	1	1	0	1	0	0	1	0	2	0	2	1	1	1	1	0	2	2
571	0	1	0	0	1	0	1	1	0	0	2	2	0	0	1	0	1	0	0	0	0
572	1	0	1	0	0	0	1	2	1	1	0	1	1	1	0	0	0	1	2	1	7
573	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	1	4
574	0	0	1	2	2	0	1	1	0	1	0	0	2	0	2	1	0	1	1	0	3
575	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1	0	1	0	1	1	4
576	0	0	1	1	2	0	0	1	0	0	1	2	0	1	1	0	1	0	1	1	4
577	1	1	0	1	2	0	0	1	0	1	0	2	0	0	0	0	1	1	0	2	2
578	0	0	0	2	0	0	0	1	1	0	1	2	0	2	1	0	1	0	0	2	2
579	0	0	0	0	1	0	0	1	0	1	1	1	2	0	1	2	0	0	0	2	2
580	1	0	0	0	1	0	1	1	0	1	2	1	1	1	0	0	0	0	1	1	4
581	1	1	0	1	0	0	1	1	0	1	1	2	1	1	1	1	0	0	2	0	6
582	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0
583	0	0	0	1	1	0	0	2	0	1	0	1	1	0	1	1	1	1	0	1	1
584	1	1	0	0	0	0	0	0	1	1	1	1	2	0	1	0	1	0	1	2	5
585	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	2	1	7
586	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	3
587	1	0	1	1	0	0	1	1	0	1	1	2	1	0	0	0	2	0	1	1	4
588	0	1	1	1	1	0	1	2	0	0	0	1	1	1	0	0	0	0	2	1	7
589	0	1	0	1	2	0	0	0	0	1	0	2	1	0	1	1	1	0	1	2	5
590	0	2	0	1	2	1	0	1	0	1	0	0	2	0	0	1	1	1	1	0	3
591	1	0	0	0	1	0	0	0	0	1	1	0	1	1	2	0	0	0	0	1	1
592	0	1	0	1	1	0	0	2	0	0	1	2	1	1	1	0	2	0	1	1	4
593	1	0	0	0	1	0	0	2	0	1	1	0	2	0	1	0	1	1	2	1	7
594	0	1	0	0	1	0	1	2	0	0	1	0	0	1	2	0	1	1	1	2	5
595	0	0	0	1	2	0	1	2	0	0	2	1	0	0	1	1	2	0	1	1	4
596	0	0	0	0	2	0	0	1	0	0	1	2	1	1	0	0	0	0	1	2	5
597	0	1	0	1	2	1	0	0	0	1	1	1	1	1	1	0	1	0	0	2	2
598	0	1	0	0	1	0	1	2	0	0	0	1	1	1	1	0	2	0	1	0	3
599	0	1	1	1	1	0	0	1	0	0	2	0	1	0	0	0	0	0	1	0	3
600	1	0	1	0	1	0	1	2	0	0	0	1	2	1	1	1	0	0	0	2	2
601	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
602	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0
603	0	0	0	1	1	0	0	0	0	1	2	0	0	1	0	0	0	0	2	1	7
604	0	1	0	0	1	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0
605	0	1	1	1	1	1	0	2	0	0	0	0	1	1	1	1	1	0	1	1	4
606	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1
607	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	2	1	7
608	0	0	1	2	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1
609	1	0	1	1	2	0	1	2	0	1	1	1	1	0	0	0	0	0	2	1	7
610	0	1	0	1	1	0	0	1	0	2	0	1	1	0	1	1	2	0	1	1	4
611	0	1	1	1	2	0	1	1	0	0	0	1	1	0	1	0	0	0	1	2	5
612	0	1	0	0	0	0	0	2	1	0	1	0	0	1	0	0	2	0	2	1	7
613	0	1	0	1	2	2	0	1	0	1	1	1	1	1	0	1	0	0	2	1	7
614	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	2	5
615	0	1	1	0	0	1	1	1	1	0	0	1	1	2	1	0	0	0	1	1	4
616	0	0	0	2	1	0	2	1	0	2	0	2	1	0	0	0	0	0	0	2	2
617	0	0	0	0	0	0	1	2	0	0	0	2	1	1	1	0	1	0	1	2	5
618	0	0	0	0	2	0	1	1	0	1	0	2	2	0	1	0	1	0	1	1	4
619	0	0	0	1	2	0	0	1	0	1	1	1	1	2	1	0	1	1	2	0	6
620	0	1	0	2	1	0	1	2	0	0	0	2	1	2	0	0	1	0	1	2	5
621	1	0	0	1	1	0	1	1	0	0	2	1	1	1	2	0	0	0	0	1	1
622	0	0	0	0	1	0	1	0	0	0	0	0	1	1	2	1	1	0	1	1	4
623	0	1	1	0	2	0	1	1	0	2	0	1	2	2	1	0	0	0	2	1	7
624	0	1	1	1	1	1	0	1	0	0	1	1	2	1	0	0	1	0	1	1	4
625	1	0	0	1	1	0	0	2	0	1	1	0	2	0	2	0	0	0	2	1	7
626	0	0	0	1	2	0	0	1	0	0	0	2	1	1	0	0	0	1	2	1	7
627	0	0	0	0	1	0	1	2	0	0	0	1	0	2	0	0	1	1	1	1	4
628	0	0	1	1	1	0	0	1	1	1	0	0	2	2	0	1	0	0	0	1	1
629	0	1	0	1	2	0	0	1	0	1	0	2	2	1	0	0	1	1	0	2	2
